,Phase,SetSize,FBand,Cluster,Participant,Power
476,id,1,beta,All,T25F1,1.260750556030444
477,id,1,beta,All,T9F2,1.3627808884080967
478,id,1,beta,All,W10F2,0.982827404678482
479,id,1,beta,All,W17M2,0.9755781473515576
480,id,1,gamma,Frontal,F12F2,1.9120461721356161
481,id,1,gamma,Frontal,F12M1,1.238803215909831
482,id,1,gamma,Frontal,F19M1,1.0674641579107091
483,id,1,gamma,Frontal,F26F2,1.4226181550003112
484,id,1,gamma,Frontal,F5M1,1.058968759294802
485,id,1,gamma,Frontal,M22F2,1.5426967086077856
486,id,1,gamma,Frontal,M8M1,1.1995215976913791
487,id,1,gamma,Frontal,M8M2,1.0774676507630172
488,id,1,gamma,Frontal,S20M1,1.2385523919294155
489,id,1,gamma,Frontal,S21F1,1.3043002931202115
490,id,1,gamma,Frontal,T11F1,1.3547722215328006
491,id,1,gamma,Frontal,T16F2,1.1073498739561372
492,id,1,gamma,Frontal,T18F2,1.5021512705134195
493,id,1,gamma,Frontal,T18M1,1.0494545057391487
494,id,1,gamma,Frontal,T23F1,2.3500609079791057
495,id,1,gamma,Frontal,T23F2,1.1811687061517233
496,id,1,gamma,Frontal,T25F1,1.223830596649244
497,id,1,gamma,Frontal,T9F2,1.595981641653692
498,id,1,gamma,Frontal,W10F2,1.0949188740629787
499,id,1,gamma,Frontal,W17M2,1.2273698899566343
500,id,1,gamma,Central,F12F2,1.9877125040201067
501,id,1,gamma,Central,F12M1,1.0582408154820144
502,id,1,gamma,Central,F19M1,1.028450126458891
503,id,1,gamma,Central,F26F2,1.194944085206078
504,id,1,gamma,Central,F5M1,1.0924182979265726
505,id,1,gamma,Central,M22F2,1.3973687136176658
506,id,1,gamma,Central,M8M1,1.1108163442116354
507,id,1,gamma,Central,M8M2,1.2620234601329852
508,id,1,gamma,Central,S20M1,1.2263917300469032
